,weld force,weld current,weld Voltage,weld time
0,0.06704545454545457,0.09090909090908994,0.5969773299748109,0.6666666666666679
1,0.07045454545454549,0.09090909090908994,0.5969773299748109,0.6666666666666679
2,0.07159090909090915,0.036363636363635266,0.6020151133501264,0.33333333333333215
3,0.07159090909090915,0.036363636363635266,0.6020151133501264,0.6666666666666679
4,0.07045454545454549,0.07272727272727053,0.6045340050377828,0.6666666666666679
5,0.06818181818181818,0.07272727272727053,0.6045340050377828,0.33333333333333215
6,0.06931818181818183,0.018181818181812304,0.5944584382871536,0.6666666666666679
7,0.06704545454545457,0.018181818181812304,0.5944584382871536,0.0
8,0.06590909090909092,0.09090909090908994,0.5969773299748109,0.33333333333333215
9,0.06590909090909092,0.09090909090908994,0.5969773299748109,0.6666666666666679
10,0.06704545454545457,0.1272727272727252,0.5894206549118381,0.6666666666666679
11,0.07045454545454549,0.1272727272727252,0.5894206549118381,0.6666666666666679
12,0.07159090909090915,0.1272727272727252,0.5919395465994954,1.0
13,0.07159090909090915,0.1272727272727252,0.5919395465994954,0.33333333333333215
14,0.07045454545454549,0.1272727272727252,0.5944584382871536,0.33333333333333215
15,0.07045454545454549,0.1272727272727252,0.5944584382871536,0.6666666666666679
16,0.06818181818181818,0.1090909090909058,0.6070528967254409,0.6666666666666679
17,0.06931818181818183,0.1090909090909058,0.6070528967254409,0.6666666666666679
18,0.07045454545454544,0.05454545454544757,0.6045340050377828,0.6666666666666679
19,0.07045454545454544,0.05454545454544757,0.6045340050377828,0.6666666666666679
20,0.06818181818181818,0.05454545454544757,0.6020151133501264,0.6666666666666679
21,0.06818181818181818,0.05454545454544757,0.6020151133501264,0.6666666666666679
22,0.07045454545454549,0.09090909090908994,0.5969773299748109,0.33333333333333215
23,0.07045454545454549,0.09090909090908994,0.5969773299748109,0.33333333333333215
24,0.07272727272727275,0.1090909090909058,0.5919395465994954,0.33333333333333215
25,0.07272727272727275,0.1090909090909058,0.5919395465994954,0.33333333333333215
26,0.06363636363636366,0.16363636363636402,0.5944584382871536,0.33333333333333215
27,0.06363636363636366,0.16363636363636402,0.5944584382871536,0.6666666666666679
28,0.07045454545454549,0.07272727272727053,0.6045340050377828,1.0
29,0.07045454545454549,0.07272727272727053,0.6045340050377828,0.33333333333333215
30,0.07272727272727275,0.1272727272727252,0.6196473551637274,0.6666666666666679
31,0.07272727272727275,0.1272727272727252,0.6196473551637274,0.33333333333333215
32,0.07045454545454549,0.1272727272727252,0.6120906801007546,0.6666666666666679
33,0.07045454545454549,0.1272727272727252,0.6120906801007546,1.0
34,0.06704545454545457,0.09090909090908994,0.6045340050377828,0.33333333333333215
35,0.07045454545454549,0.09090909090908994,0.6045340050377828,0.6666666666666679
36,0.07272727272727275,0.18181818181817633,0.5944584382871536,0.6666666666666679
37,0.06477272727272732,0.18181818181817633,0.5944584382871536,0.6666666666666679
38,0.06363636363636366,0.16363636363636402,0.5894206549118381,0.33333333333333215
39,0.06363636363636366,0.16363636363636402,0.5894206549118381,0.6666666666666679
40,0.06818181818181818,0.16363636363636402,0.5717884130982371,0.6666666666666679
41,0.06818181818181818,0.16363636363636402,0.5717884130982371,0.33333333333333215
42,0.06704545454545457,0.16363636363636402,0.5919395465994954,0.6666666666666679
43,0.06704545454545457,0.16363636363636402,0.5919395465994954,0.0
44,0.07159090909090915,0.14545454545454106,0.6045340050377828,0.33333333333333215
45,0.07159090909090915,0.14545454545454106,0.6045340050377828,0.6666666666666679
46,0.06477272727272732,0.14545454545454106,0.6196473551637274,0.6666666666666679
47,0.06477272727272732,0.14545454545454106,0.6196473551637274,0.6666666666666679
48,0.07045454545454549,0.09090909090908994,0.6221662468513856,1.0
49,0.07045454545454549,0.09090909090908994,0.6221662468513856,0.33333333333333215
50,0.06931818181818183,0.1272727272727252,0.6171284634760692,0.33333333333333215
51,0.06931818181818183,0.1272727272727252,0.6171284634760692,0.6666666666666679
52,0.07272727272727275,0.1272727272727252,0.6020151133501264,0.6666666666666679
53,0.07272727272727275,0.1272727272727252,0.6020151133501264,0.6666666666666679
54,0.06818181818181818,0.1272727272727252,0.5869017632241809,0.6666666666666679
55,0.06818181818181818,0.1272727272727252,0.5869017632241809,0.6666666666666679
56,0.06931818181818183,0.14545454545454106,0.5667506297229208,0.6666666666666679
57,0.06931818181818183,0.14545454545454106,0.5667506297229208,0.6666666666666679
58,0.07159090909090915,0.1272727272727252,0.5743073047858935,0.33333333333333215
59,0.07159090909090915,0.1272727272727252,0.5743073047858935,0.33333333333333215
60,0.06818181818181818,0.1999999999999993,0.5969773299748109,0.33333333333333215
61,0.06818181818181818,0.1999999999999993,0.5969773299748109,0.33333333333333215
62,0.06363636363636366,0.1090909090909058,0.6146095717884128,0.33333333333333215
63,0.06363636363636366,0.1090909090909058,0.6146095717884128,0.6666666666666679
64,0.06477272727272732,0.14545454545454106,0.6196473551637274,1.0
65,0.06477272727272732,0.14545454545454106,0.6196473551637274,0.33333333333333215
66,0.05795454545454548,0.18181818181817633,0.6221662468513856,0.6666666666666679
67,0.05795454545454548,0.18181818181817633,0.6221662468513856,0.33333333333333215
68,0.051136363636363646,0.16363636363636402,0.6070528967254409,0.6666666666666679
69,0.051136363636363646,0.16363636363636402,0.6070528967254409,1.0
70,0.04886363636363639,0.2181818181818116,0.5969773299748109,0.33333333333333215
71,0.04886363636363639,0.2181818181818116,0.5969773299748109,0.6666666666666679
72,0.04772727272727276,0.2181818181818116,0.5894206549118381,0.6666666666666679
73,0.04772727272727276,0.2181818181818116,0.5894206549118381,0.6666666666666679
74,0.050000000000000044,0.23636363636363455,0.5919395465994954,0.6666666666666679
75,0.050000000000000044,0.23636363636363455,0.5919395465994954,0.6666666666666679
76,0.05909090909090914,0.14545454545454106,0.5994962216624682,0.6666666666666679
77,0.05909090909090914,0.14545454545454106,0.5994962216624682,0.6666666666666679
78,0.07045454545454549,0.09090909090908994,0.5969773299748109,0.33333333333333215
79,0.07045454545454549,0.09090909090908994,0.5969773299748109,0.33333333333333215
80,0.07159090909090915,0.14545454545454106,0.6120906801007546,0.6666666666666679
81,0.07159090909090915,0.14545454545454106,0.6120906801007546,0.33333333333333215
82,0.07272727272727275,0.1272727272727252,0.6020151133501264,1.0
83,0.07272727272727275,0.1272727272727252,0.6020151133501264,0.6666666666666679
84,0.06931818181818183,0.05454545454544757,0.5994962216624682,0.6666666666666679
85,0.06931818181818183,0.05454545454544757,0.5994962216624682,0.6666666666666679
86,0.07272727272727275,0.1090909090909058,0.5894206549118381,0.6666666666666679
87,0.07272727272727275,0.1090909090909058,0.5894206549118381,0.6666666666666679
88,0.06931818181818183,0.1090909090909058,0.5869017632241809,0.6666666666666679
89,0.06931818181818183,0.1090909090909058,0.5869017632241809,0.6666666666666679
90,0.07159090909090915,0.05454545454544757,0.5969773299748109,0.6666666666666679
91,0.07159090909090915,0.05454545454544757,0.5969773299748109,0.6666666666666679
92,0.07386363636363635,0.09090909090908994,0.6095717884130991,0.33333333333333215
93,0.07386363636363635,0.09090909090908994,0.6095717884130991,0.33333333333333215
94,0.06931818181818183,0.1090909090909058,0.6171284634760692,0.6666666666666679
95,0.06931818181818183,0.1090909090909058,0.6171284634760692,0.33333333333333215
96,0.07272727272727275,0.05454545454544757,0.6095717884130991,1.0
97,0.06704545454545457,0.05454545454544757,0.6095717884130991,0.6666666666666679
98,0.07272727272727275,0.1272727272727252,0.6045340050377828,0.6666666666666679
99,0.06704545454545457,0.1272727272727252,0.6045340050377828,0.6666666666666679
100,0.07272727272727275,0.1090909090909058,0.6020151133501264,0.6666666666666679
101,0.06704545454545457,0.1090909090909058,0.6020151133501264,0.6666666666666679
102,0.07159090909090915,0.1090909090909058,0.5818639798488654,0.33333333333333215
103,0.07159090909090915,0.1090909090909058,0.5818639798488654,0.6666666666666679
104,0.06818181818181818,0.14545454545454106,0.579345088161209,0.6666666666666679
105,0.07045454545454549,0.14545454545454106,0.579345088161209,0.33333333333333215
106,0.07159090909090915,0.07272727272727053,0.5894206549118381,0.6666666666666679
107,0.06931818181818183,0.07272727272727053,0.5894206549118381,0.0
108,0.07386363636363635,0.09090909090908994,0.6045340050377828,0.33333333333333215
109,0.07386363636363635,0.09090909090908994,0.6045340050377828,0.6666666666666679
110,0.07272727272727275,0.09090909090908994,0.6146095717884128,0.6666666666666679
111,0.07272727272727275,0.09090909090908994,0.6146095717884128,0.6666666666666679
112,0.07272727272727275,0.036363636363635266,0.6171284634760692,1.0
113,0.07272727272727275,0.036363636363635266,0.6171284634760692,0.33333333333333215
114,0.07272727272727275,0.05454545454544757,0.5994962216624682,0.33333333333333215
115,0.07272727272727275,0.05454545454544757,0.5994962216624682,0.6666666666666679
116,0.07159090909090915,0.1090909090909058,0.6020151133501264,0.6666666666666679
117,0.07159090909090915,0.1090909090909058,0.6020151133501264,0.6666666666666679
118,0.07045454545454549,0.1090909090909058,0.5969773299748109,0.6666666666666679
119,0.07045454545454549,0.1090909090909058,0.5969773299748109,0.6666666666666679
120,0.07159090909090915,0.16363636363636402,0.5894206549118381,0.6666666666666679
121,0.07159090909090915,0.16363636363636402,0.5894206549118381,0.6666666666666679
