,Pressure (PSI),	Welding Time (ms),	Angle (Deg),	Force (N),	Current (A),	Thickness A (mm),	Thickness B (mm),	PullTest (N),	NuggetDiameter (mm)
2014,0.41666666666666663,0.6153846153846154,1.0,0.7441190384036469,0.6807218656221187,2.245785142527168e-05,4.1178855607926744e-05,0.3707520131022246,0.6312056737588654
2015,0.41666666666666663,0.6153846153846154,1.0,0.7411946845568314,0.6964801318604738,2.245785142527168e-05,4.1178855607926744e-05,0.3707520131022246,0.6312056737588654
2016,0.41666666666666663,0.6153846153846154,1.0,0.7442050488109062,0.8399469112819399,2.245785142527168e-05,4.1178855607926744e-05,0.3707520131022246,0.6312056737588654
2017,0.41666666666666663,0.6153846153846154,1.0,0.7428288822947577,0.761586240782393,2.245785142527168e-05,4.1178855607926744e-05,0.3707520131022246,0.6312056737588654
2018,0.41666666666666663,0.6153846153846154,1.0,0.7425278458693503,0.7036447597402724,2.245785142527168e-05,4.1178855607926744e-05,0.3707520131022246,0.6312056737588654
2019,0.41666666666666663,0.6153846153846154,1.0,0.7412806949640907,0.7060486294223469,2.245785142527168e-05,4.1178855607926744e-05,0.3707520131022246,0.6312056737588654
2020,0.41666666666666663,0.6153846153846154,1.0,0.740764632520535,0.8382575468392441,2.245785142527168e-05,4.1178855607926744e-05,0.3707520131022246,0.6312056737588654
2021,0.41666666666666663,0.6153846153846154,1.0,0.0,0.0,4.65198350952053e-05,3.9595053469160214e-05,0.3998680678768026,0.5283687943262412
2022,0.41666666666666663,0.6153846153846154,1.0,0.7417537522040167,0.38353466720695006,4.972809958452983e-05,4.751406416299243e-05,0.4189072380692417,0.7872340425531916
2023,0.41666666666666663,0.6153846153846154,1.0,0.742914892702017,0.6121939617455852,4.972809958452983e-05,4.751406416299243e-05,0.4189072380692417,0.7872340425531916
2024,0.41666666666666663,0.6153846153846154,1.0,0.7408076377241647,0.6476021008411585,4.972809958452983e-05,4.751406416299243e-05,0.4189072380692417,0.7872340425531916
2025,0.41666666666666663,0.6153846153846154,1.0,0.743861007181869,0.6620214038364037,4.972809958452983e-05,4.751406416299243e-05,0.4189072380692417,0.7872340425531916
2026,0.41666666666666663,0.6153846153846154,1.0,0.7408506429277943,0.7069119083554046,4.972809958452983e-05,4.751406416299243e-05,0.4189072380692417,0.7872340425531916
2027,0.41666666666666663,0.6153846153846154,1.0,0.7405926117060164,0.8321167168777883,4.972809958452983e-05,4.751406416299243e-05,0.4189072380692417,0.7872340425531916
2028,0.41666666666666663,0.6153846153846154,1.0,0.7417967574076463,0.7089223107686705,4.972809958452983e-05,4.751406416299243e-05,0.4189072380692417,0.7872340425531916
2029,0.41666666666666663,0.6153846153846154,1.0,0.7411516793532018,0.6964801318604738,4.972809958452983e-05,4.751406416299243e-05,0.4189072380692417,0.7872340425531916
2030,0.41666666666666663,0.6153846153846154,1.0,0.7417537522040167,0.7047997134148848,4.972809958452983e-05,4.751406416299243e-05,0.4189072380692417,0.7872340425531916
2031,0.41666666666666663,0.6153846153846154,1.0,0.7425708510729798,0.8482567050933457,4.972809958452983e-05,4.751406416299243e-05,0.4189072380692417,0.7872340425531916
2032,0.41666666666666663,0.6153846153846154,1.0,0.743387949941943,0.7438802136860052,4.972809958452983e-05,4.751406416299243e-05,0.4189072380692417,0.7872340425531916
2033,0.41666666666666663,0.6153846153846154,1.0,0.7430869135165356,0.45596788054255416,2.8874380403920517e-05,4.1178855607926744e-05,0.383399299394932,0.5283687943262412
2034,0.41666666666666663,0.6153846153846154,1.0,0.7419687782221649,0.6701745937597265,2.8874380403920517e-05,4.1178855607926744e-05,0.383399299394932,0.5283687943262412
2035,0.41666666666666663,0.6153846153846154,1.0,0.7413237001677203,0.6728016239823194,2.8874380403920517e-05,4.1178855607926744e-05,0.383399299394932,0.5283687943262412
2036,0.41666666666666663,0.6153846153846154,1.0,0.7422268094439428,0.6725999964764124,2.8874380403920517e-05,4.1178855607926744e-05,0.383399299394932,0.5283687943262412
2037,0.41666666666666663,0.6153846153846154,1.0,0.741839762611276,0.6940429838521815,2.8874380403920517e-05,4.1178855607926744e-05,0.383399299394932,0.5283687943262412
2038,0.41666666666666663,0.6153846153846154,1.0,0.7434739603492022,0.8444316551269176,2.8874380403920517e-05,4.1178855607926744e-05,0.383399299394932,0.5283687943262412
2039,0.41666666666666663,0.6153846153846154,1.0,0.743516965552832,0.7405974046820647,2.8874380403920517e-05,4.1178855607926744e-05,0.383399299394932,0.5283687943262412
2040,0.41666666666666663,0.6153846153846154,1.0,0.7434739603492022,0.7076792674070115,2.8874380403920517e-05,4.1178855607926744e-05,0.383399299394932,0.5283687943262412
2041,0.41666666666666663,0.6153846153846154,1.0,0.7434309551455727,0.7138749087292965,2.8874380403920517e-05,4.1178855607926744e-05,0.383399299394932,0.5283687943262412
2042,0.41666666666666663,0.6153846153846154,1.0,0.7433449447383134,0.8590799913084842,2.8874380403920517e-05,4.1178855607926744e-05,0.383399299394932,0.5283687943262412
2043,0.41666666666666663,0.6153846153846154,1.0,0.7432159291274245,0.7647750874534838,2.8874380403920517e-05,4.1178855607926744e-05,0.383399299394932,0.5283687943262412
2044,0.41666666666666663,0.6153846153846154,1.0,0.7430439083129059,0.5094539809687125,3.208264489324504e-05,5.0681668440525057e-05,0.3995951048632911,0.4964539007092199
2045,0.41666666666666663,0.6153846153846154,1.0,0.742914892702017,0.4991239970010355,3.208264489324504e-05,5.0681668440525057e-05,0.3995951048632911,0.4964539007092199
