,용접 가압력,전류,전압,통전시간
366,0.005073567,0.000214623,0.002505742,0.000921659
367,0.005073567,0.000214623,0.002505742,0.000460829
368,0.005242686,0.000643869,0.002505742,0.000460829
369,0.005242686,0.000643869,0.002505742,0.000921659
370,0.005158126,0.000643869,0.002505742,0.000460829
371,0.005158126,0.000643869,0.002505742,0.001382488
372,0.005242686,0.000214623,0.002505742,0.000921659
373,0.005242686,0.000214623,0.002505742,0.000921659
374,0.005327245,0.000572328,0.002505742,0.000921659
375,0.005327245,0.000572328,0.002505742,0.000921659
376,0.005242686,0.000357705,0.002505742,0.000921659
377,0.005242686,0.000357705,0.002505742,0.000460829
378,0.005327245,0.000429246,0.002505742,0.000921659
379,0.005327245,0.000429246,0.002505742,0.000921659
380,0.005327245,0.000500787,0.002505742,0.000460829
381,0.005327245,0.000500787,0.002505742,0.000921659
382,0.004989007,0.000214623,0.002505742,0
383,0.004989007,0.000214623,0.002505742,0.000460829
384,0.005242686,0.000572328,0.002505742,0.000921659
385,0.005242686,0.000572328,0.002505742,0.000921659
386,0.005327245,0.000572328,0.002505742,0.000921659
387,0.005327245,0.000572328,0.002505742,0.001382488
388,0.005327245,0.000500787,0.002505742,0.000460829
389,0.005327245,0.000500787,0.002505742,0.000460829
390,0.005158126,0.000643869,0.002505742,0.000921659
391,0.005158126,0.000643869,0.002505742,0.000921659
392,0.005073567,0.000500787,0.002505742,0.000921659
393,0.005073567,0.000500787,0.002505742,0.000921659
394,0.005242686,0.000858492,0.002505742,0.000921659
395,0.005242686,0.000858492,0.002505742,0.000921659
396,0.005073567,0.001144656,0.002505742,0.000921659
397,0.005073567,0.001144656,0.002505742,0.000460829
398,0.005158126,0.000930033,0.002505742,0.000460829
399,0.005158126,0.000930033,0.002505742,0.000460829
400,0.005327245,0.000858492,0.002505742,0.000460829
401,0.005327245,0.000858492,0.002505742,0.000460829
402,0.005327245,0.000858492,0.002505742,0.000921659
403,0.005327245,0.000858492,0.002505742,0.001382488
404,0.005158126,0.001287738,0.002505742,0.000460829
405,0.005158126,0.001287738,0.002505742,0.000921659
406,0.005327245,0.001073115,0.002505742,0.000460829
407,0.005327245,0.001073115,0.002505742,0.000921659
408,0.005158126,0.001001574,0.002505742,0.001382488
409,0.005158126,0.001001574,0.002505742,0.000460829
410,0.005242686,0.001073115,0.002505742,0.000921659
411,0.005242686,0.001073115,0.002505742,0.000921659
412,0.005242686,0.001001574,0.002505742,0.000921659
413,0.005242686,0.001001574,0.002505742,0.000921659
414,0.005242686,0.001144656,0.002505742,0.000921659
415,0.005242686,0.001144656,0.002505742,0.000921659
416,0.005158126,0.001001574,0.002610148,0.000921659
417,0.005158126,0.001001574,0.002610148,0.000460829
418,0.005242686,0.001359279,0.002505742,0.000460829
419,0.005242686,0.001359279,0.002505742,0.000921659
420,0.005073567,0.001287738,0.002505742,0.000460829
421,0.005073567,0.001287738,0.002505742,0.001382488
422,0.005158126,0.001287738,0.002505742,0.000921659
423,0.005158126,0.001287738,0.002505742,0.000921659
424,0.005158126,0.00143082,0.002505742,0.000921659
425,0.005158126,0.00143082,0.002505742,0.000921659
426,0.005158126,0.001073115,0.002505742,0.705990783
427,0.005158126,0.001073115,0.002505742,0.705990783
428,0.005242686,0.001359279,0.002505742,0.000921659
429,0.005242686,0.001359279,0.002505742,0.000921659
430,0.005158126,0.001287738,0.002505742,0.000921659
431,0.005158126,0.001287738,0.002505742,0.000460829
432,0.005242686,0.001359279,0.002505742,0.000460829
433,0.005242686,0.001359279,0.002505742,0.000921659
434,0.004904448,0.001287738,0.002505742,0.000460829
435,0.004904448,0.001287738,0.002505742,0.001382488
436,0.004989007,0.001573902,0.002505742,
437,0.004989007,0.001573902,0.002505742,0.000921659
438,0.005073567,0.00143082,0.002505742,0.000921659
439,0.005073567,0.00143082,0.002505742,0.000921659
440,0.004989007,0.001359279,0.002505742,0.000921659
441,0.004989007,0.001359279,0.002505742,0.000460829
442,0.004989007,0.001502361,0.002505742,0.000921659
443,0.004989007,0.001502361,0.002505742,0.000921659
444,0.005073567,0.001144656,0.002505742,0.000460829
445,0.005073567,0.001144656,0.002505742,0.000921659
446,0.004989007,0.001287738,0.002505742,0
447,0.004989007,0.001287738,0.002505742,0.000460829
448,0.004904448,0.001359279,0.002505742,0.000921659
449,0.004904448,0.001359279,0.002505742,0.000921659
450,0.004904448,0.001073115,0.002505742,0.000921659
451,0.004904448,0.001073115,0.002505742,0.000921659
452,0.004989007,0.001073115,0.002610148,0.000460829
453,0.004989007,0.001073115,0.002610148,0.000921659
454,0.004989007,0.001502361,0.002505742,0.000921659
455,0.004989007,0.001502361,0.002505742,0.000460829
456,0.004989007,0.001287738,0.002505742,0.000921659
457,0.004989007,0.001287738,0.002505742,0
458,0.004904448,0.001573902,0.002505742,0.000460829
459,0.004904448,0.001573902,0.002505742,0.000921659
460,0.004904448,0.001502361,0.002505742,0.000921659
461,0.004904448,0.001502361,0.002505742,0.000921659
462,0.004904448,0.001573902,0.002505742,0.001382488
463,0.004904448,0.001573902,0.002505742,0.000460829
464,0.004904448,0.001359279,0.002505742,0.000460829
465,0.004904448,0.001359279,0.002505742,0.000921659
466,0.004989007,0.001502361,0.002505742,0.000921659
467,0.004989007,0.001502361,0.002505742,0.000921659
468,0.004904448,0.00143082,0.002610148,0.000921659
469,0.004904448,0.00143082,0.002610148,0.000921659
470,0.004819888,0.001359279,0.002505742,0.000921659
471,0.004819888,0.001359279,0.002505742,0.000921659
472,0.004819888,0.00143082,0.002610148,0.000460829
473,0.004819888,0.00143082,0.002610148,0.000460829
474,0.004819888,0.001502361,0.002505742,0.000460829
475,0.004819888,0.001502361,0.002505742,0.000460829
476,0.004735329,0.001573902,0.002505742,0.000460829
477,0.004735329,0.001573902,0.002505742,0.000921659
478,0.005158126,0.001788525,0.002505742,0.001382488
479,0.005158126,0.001788525,0.002505742,0.000460829
480,0.005242686,0.001573902,0.002505742,0.000921659
481,0.005242686,0.001573902,0.002505742,0.000460829
482,0.005158126,0.001573902,0.002505742,0.000921659
483,0.005158126,0.001573902,0.002505742,0.001382488
484,0.005073567,0.001359279,0.002505742,0.000460829
485,0.005073567,0.001359279,0.002505742,0.000921659
486,0.005327245,0.001502361,0.002610148,0.000921659
487,0.005327245,0.001502361,0.002610148,0.000921659
488,0.005158126,0.001573902,0.002505742,0.000460829
489,0.005158126,0.001573902,0.002505742,0.000921659
490,0.415186876,0.001645443,0.002505742,0.000921659
491,0.415186876,0.001645443,0.002505742,0.000460829
492,0.005073567,0.001716984,0.002505742,0.000921659
493,0.005073567,0.001716984,0.002505742,0
494,0.499746322,0.001645443,0.002505742,0.000460829
495,0.536952478,0.001645443,0.002505742,0.000921659
496,0.005158126,0.00143082,0.002505742,0.000921659
497,0.005158126,0.00143082,0.002505742,0.000921659
498,0.005242686,0.001573902,0.002505742,0.001382488
499,0.005242686,0.001573902,0.002505742,0.000460829
500,0.005158126,0.001502361,0.002610148,0.000460829
501,0.005158126,0.001502361,0.002610148,0.000921659
502,0.005158126,0.001502361,0.002610148,0.000921659
503,0.005158126,0.001502361,0.002610148,0.000921659
504,0.004989007,0.001645443,0.002505742,0.000921659
505,0.004989007,0.001645443,0.002505742,0.000921659
506,0.004989007,0.001716984,0.002505742,0.000921659
507,0.004989007,0.001716984,0.002505742,0.000921659
508,0.004989007,0.00143082,0.002505742,0.000460829
509,0.004989007,0.00143082,0.002505742,0.000460829
510,0.004989007,0.001502361,0.002505742,0.000460829
511,0.004989007,0.001502361,0.002505742,0.000460829
512,0.005158126,0.001860066,0.002505742,0.000460829
513,0.005158126,0.001860066,0.002505742,0.000921659
514,0.005073567,0.00143082,0.002610148,0.001382488
515,0.005073567,0.00143082,0.002610148,0.000460829
516,0.005158126,0.001645443,0.002610148,0.000921659
517,0.005158126,0.001645443,0.002610148,0.000460829
518,0.005073567,0.001716984,0.002610148,0.000921659
519,0.005073567,0.001716984,0.002610148,0.001382488
520,0.004819888,0.001502361,0.002505742,0.000460829
521,0.004819888,0.001502361,0.002505742,0.000921659
522,0.004989007,0.001573902,0.002505742,0.000921659
523,0.004989007,0.001573902,0.002505742,0.000921659
524,0.004904448,0.001502361,0.002505742,0.000921659
525,0.004904448,0.001502361,0.002505742,0.000921659
526,0.004989007,0.00143082,0.002505742,0.000921659
527,0.004989007,0.00143082,0.002505742,0.000921659
528,0.004989007,0.001502361,0.002610148,0.000460829
529,0.004989007,0.001502361,0.002610148,0.000460829
530,0.005158126,0.001359279,0.002610148,0.000921659
531,0.005158126,0.001359279,0.002610148,0.000460829
532,0.004989007,0.001573902,0.002610148,0.001382488
533,0.004989007,0.001573902,0.002610148,0.000921659
534,0.005158126,0.001573902,0.002505742,0.000921659
535,0.005158126,0.001573902,0.002505742,0.000921659
536,0.004904448,0.001645443,0.002505742,0.000921659
537,0.004904448,0.001645443,0.002505742,0.000921659
